Name (Social Reason),Legal Designation,Other Designation,Address,City,Postal Code,Province,Country,Latitude,Longitude,Administration Region,Permit #,Measure under the Permit #,Type of Permit,AMBQ Member,Year Founded,Website,Email,Telephone,Facebook,Ratebeer,Untappd,Menu,Twitter,Wikidata,Youtube,Instagram,Pinterest,Snapchat,Other,Notes
FRAMPTON BRASSE ,9174-0225 QUÉBEC INC.,,"430, RANG 5 ",FRAMPTON ,G0R 1M0 ,Québec,Canada,46.463395,-70.80735,12,BR074 ,,Brasseur ,1,2011,http://www.framptonbrasse.com/,info.framptonbrasse@gmail.com,418-479-5683,https://www.facebook.com/Frampton-Brasse-141393719246944,http://www.ratebeer.com/brewers/frampton-brasse/13239/,https://untappd.com/FramptonBrasse,https://www.aumenu.info/frampton-brasse/,X,Q26205064,?,?,?,?,,
LES BRASSEURS SANS GLUTEN,LES BRASSEURS SANS GLUTEN INC. ,GLUTENBERG,"2350, RUE DICKSON, LOCAL 950 ",MONTRÉAL ,H1N 3T1 ,Québec,Canada,45.522451,-73.591283,6,BR075 ,,Brasseur ,1,2011,https://glutenberg.ca/,info@glutenberg.ca,514-933-2333,https://www.facebook.com/GlutenbergCAN,http://www.ratebeer.com/brewers/glutenberg-brewing-company/13241/,https://untappd.com/BrasseursSansGlutenBSG,X,https://twitter.com/glutenberg,?,?,?,?,?,,
MICROBRASSERIE DES BEAUX PRÉS ,MICROBRASSERIE DES BEAUX PRÉS INC.,,"9430, BOULEVARD SAINT-ANNE ",SAINTE-ANNE-DE-BEAUPRÉ ,G0A 3C0,Québec,Canada,47.02609,-70.925026,3,BR076 ,,Brasseur ,1,2011,http://www.mdbp.ca/,info@mdbp.ca,418-702-1128,https://www.facebook.com/Microbrasserie-Des-Beaux-Pr%C3%A9s-Page-officielle-253036521387756/,http://www.ratebeer.com/brewers/microbrasserie-des-beaux-pres/13488/,https://untappd.com/MicrobrasseriedesBeauxPres,https://www.aumenu.info/microbrasserie-des-beaux-pres/,https://twitter.com/MBeaux,?,?,?,?,?,,
BRASSERIE LA GUEULE DE BOIS,9215-7734 QUÉBEC INC.,,"2728, BOULEVARD SAGUENAY OUEST ",SAGUENAY ,G7S 5C3 ,Québec,Canada,48.40549,-71.067842,2,BR077 ,,Brasseur ,0,2009,http://www.lagueuledebois.net/,info@lagueuledebois.net,418-412-4128,https://www.facebook.com/lagueuledebois2,http://www.ratebeer.com/brewers/la-gueule-de-bois/10830/,https://untappd.com/LaGueuledeBois,X,X,?,?,?,?,?,,
KRUHNEN,KRUHNEN INC.,,"115, RUE GASTON-DUMOULIN, LOCAL 105 ",BLAINVILLE ,J7C 6B4 ,Québec,Canada,45.679623,-73.874245,15,BR078 ,,Brasseur ,0,2012,http://kruhnen.wordpress.com/,beers.can@gmx.com,450-419-3535,https://www.facebook.com/kruhnen,http://www.ratebeer.com/brewers/brasserie-kruhnen/15139/,https://untappd.com/w/brasserie-kruhnen/38870,X,https://twitter.com/kruhnen,?,?,?,?,?,,
MICROBRASSERIE LE CASTOR,MICROBRASSERIE LE CASTOR LTÉE ,,"67, CHEMIN DES VINAIGRIERS ",RIGAUD ,J0P 1P0 ,Québec,Canada,45.479515,-74.298335,16,BR079 ,,Brasseur ,1,2012,http://www.microlecastor.ca/,daniel@microlecastor.ca,450-451-2337,https://www.facebook.com/micro.lecastor,http://www.ratebeer.com/brewers/microbrasserie-le-castor--le-castor-brewing-co/14735/,https://untappd.com/LeCastor,X,X,?,https://www.youtube.com/channel/UCxrfGYolvOPzZzJaAFW6iWg,https://www.instagram.com/microlecastor/,?,?,,
MICROBRASSERIE ARCHIBALD,ARCHIBALD INC.,DISTRIBUTION,"1530, AVENUE DES AFFAIRES ",QUÉBEC ,G3J 1Y8 ,Québec,Canada,46.866632,-71.425479,3,BR080 ,,Brasseur ,1,2009,http://www.archibaldmicrobrasserie.ca/,info@archibaldmicrobrasserie.ca,418-407-6033,https://www.facebook.com/ArchibaldMicrobrasserieQC,http://www.ratebeer.com/brewers/microbrasserie-archibald-ab-inbev/5994/,https://untappd.com/Archibaldmicrobrasserie,X,X,?,https://www.youtube.com/channel/UCEPY9swVSQfYFAPEj60o6Ng,https://www.instagram.com/archibaldmicrobrasserie/,?,?,,
MICROBRASSERIE LE TRÈFLE NOIR ,9240-6032 QUÉBEC INC.,,"125A, RUE JACQUES-BIBEAU ",ROUYN-NORANDA ,J9Y 0A3 ,Québec,Canada,48.24174,-79.02006,8,BR081 ,,Brasseur ,0,2009,http://www.letreflenoir.com/,letreflenoir@gmail.com,819-762-6611,https://www.facebook.com/letreflenoir/,http://www.ratebeer.com/brewers/le-trefle-noir/10587/,https://untappd.com/w/microbrasserie-le-trefle-noir/36036,https://www.aumenu.info/le-trefle-noir-brasserie-artisanale-inc/,https://twitter.com/TrefleNoirMicro,?,?,?,?,?,,
MICROBRASSERIE AUX FOUS BRASSANT,7623232 CANADA INC.,,"262, RUE LAFONTAINE ",RIVIÈRE-DU-LOUP ,G5R 3A8 ,Québec,Canada,47.833864,-69.537197,1,BR082 ,,Brasseur ,1,2010,http://www.auxfousbrassant.com/,info@auxfousbrassant.com,418-605-1644,https://www.facebook.com/Microbrasserie-Aux-Fous-Brassant-332016783504124,http://www.ratebeer.com/brewers/aux-fous-brassant/14733/,https://untappd.com/w/microbrasserie-aux-fous-brassant/40685,X,X,Q26254120,?,?,X,?,,
LES TROIS BRASSEURS (BRASSERIE SUPPORT),BOFIQ INC.,,"1405, RUE LOUVAIN OUEST ",MONTRÉAL ,H4N 1G6,Québec,Canada,45.522451,-73.591283,6,BR083 ,,Brasseur ,0,2002,http://www.les3brasseurs.ca/,info@les3brasseurs.ca,?,https://www.facebook.com/Les3Brasseurs,http://www.ratebeer.com/brewers/les-3-brasseurs--the-3-brewers-canada/5673/,https://untappd.com/Les3BrasseursThe3Brewers,X,https://twitter.com/3BrasseursCA,?,?,?,?,?,,
LE TROU DU DIABLE,9257-9119 QUÉBEC INC.,,"1250, AVENUE DE LA STATION ",SHAWINIGAN ,G9N 8K9 ,Québec,Canada,46.550127,-72.745244,4,BR084 ,,Brasseur ,1,2005,http://www.troududiable.com/,info@troududiable.com,819-537-9151,https://www.facebook.com/troududiable,http://www.ratebeer.com/brewers/le-trou-du-diable/6444/,https://untappd.com/troududiable,X,https://twitter.com/troududiable,?,https://www.youtube.com/channel/UCOdWgphGj2G1mH8tkutPYrg,https://www.instagram.com/troududiable/,?,?,,https://www.instagram.com/shoptdd/
MICROBRASSERIE MALTÉUS ,9231-4871 QUÉBEC INC.,,"5, RUE VICTORIA EST ",SALABERRY-DE-VALLEYFIELD ,J6T 2L1 ,Québec,Canada,45.257843,-74.116748,16,BR085 ,,Brasseur ,1,2011,http://www.mbmalteus.com/,info@mbmalteus.com,450-747-0315,https://www.facebook.com/Malteus,http://www.ratebeer.com/brewers/microbrasserie-malteus/17050/,https://untappd.com/Mbmalteus,X,X,?,?,?,?,?,,
MICROBRASSERIE COATICOOK,9266-4523 QUÉBEC INC.,,"1007, RUE CHILD ",COATICOOK ,J1A 2S5 ,Québec,Canada,45.153601,-71.802717,5,BR086 ,,Brasseur ,0,2013,https://www.facebook.com/MicrobrasserieCoaticook,info@microbrasseriecoaticook.ca,819-804-1234,https://www.facebook.com/MicrobrasserieCoaticook,http://www.ratebeer.com/brewers/microbrasserie-coaticook/18786/,https://untappd.com/MicrobrasserieCoaticook,https://www.aumenu.info/microbrasserie-coaticook/,X,?,?,?,?,?,,
MICRO-BRASERIE L'HERMITE,MICRO-BRASERIE L'HERMITE INC. ,,"15, RUE LAJEUNESSE, LOCAL 200 ",KINGSEY FALLS ,J0A 1B0 ,Québec,Canada,45.857834,-72.069071,17,BR088 ,,Brasseur ,0,2012,http://microhermite.com/,info@microhermite.com,819-604-3875,https://www.facebook.com/MicrobrasserieLHermite,http://www.ratebeer.com/brewers/microbrasserie-lhermite/16129/,https://untappd.com/w/l-hermite-microbrasserie/101414,X,X,?,?,?,?,?,,
FARNHAM ALE & LAGER,FARNHAM ALE & LAGER INC. ,,"401, BOULEVARD DE NORMANDIE NORD",FARNHAM,J2N 1W5 ,Québec,Canada,45.283091,-72.974744,16,BR089 ,,Brasseur ,0,2013,http://www.farnham-alelager.com/,info@farnham-alelager.com,450-293-1116,https://www.facebook.com/farnhamalelager,http://www.ratebeer.com/brewers/farnham-ale-lager/17425/,https://untappd.com/Farnham-AleLager,X,https://twitter.com/FarnhamAleLager,?,?,https://www.instagram.com/farnham_ale_lager/,?,?,,
BRASSERIE DE LA CONTRÉE DE BELLECHASSE,"BRASSERIE DE LA CONTRÉE DE BELLECHASSE, COOP DE SOLIDARITÉ",,"2020, RUE DE L'ÉGLISE ",NOTRE-DAME-AUXILIATRICE-DE-BUCKLAND ,G0R 1G0 ,Québec,Canada,46.619096,-70.545584,12,BR090 ,,Brasseur ,1,2013,http://microbrasseriedebellechasse.ca/,info@microbrasseriedebellechasse.ca,418-789-4444,https://www.facebook.com/Pub-de-la-Contr%C3%A9e-et-Microbrasserie-de-Bellechasse-285989228202177/?fref=ts,http://www.ratebeer.com/brewers/microbrasserie-de-bellechasse/17946/,https://untappd.com/w/microbrasserie-de-bellechasse/97295,https://www.aumenu.info/pub-de-la-contree-microbrasserie-de-bellechasse/,X,Q16664423,?,?,?,?,,
GAINSBOURG ,8286019 CANADA INC.,,"9, RUE AUBRY ",GATINEAU, J8X 2H1 ,Québec,Canada,45.426855,-75.71566,7,BR091 ,,Brasseur ,1,2013,http://www.gainsbourg.ca/,info@gainsbourg.ca,819-777-3700,https://www.facebook.com/legainsbourg/,http://www.ratebeer.com/brewers/gainsbourg/15991/,https://untappd.com/gainsbourg,X,X,?,?,https://www.instagram.com/microgainsbourg/,?,?,,
BRASSERIE GÉNÉRALE,BRASSERIE GÉNÉRALE INC.,,"400, RUE DU PLATINE ",QUÉBEC ,G2N 2G6 ,Québec,Canada,46.890007,-71.318715,3,BR092 ,,Brasseur ,1,2013,http://www.brasseriegenerale.com/,brasseriegeneraleinc@gmail.com,418-841-4555,https://www.facebook.com/brasseriegenerale,http://www.ratebeer.com/brewers/brasserie-generale/18455/,https://untappd.com/BGenerale,X,X,?,?,?,?,?,,
BRASSERIE DU CANAL ,8580740 CANADA INC.,BÉNÉLUX,"3810-1A, RUE SAINT-PATRICK",MONTRÉAL,H4E 1A4 ,Québec,Canada,45.522451,-73.591283,6,BR093 ,,Brasseur ,0,2013,http://www.brasseriebenelux.com/,info@brasseriebenelux.com,514-543-9750,https://www.facebook.com/BENELUXruesherbrooke,http://www.ratebeer.com/brewers/brasserie-du-canal/27234/,https://untappd.com/w/benelux-brasserie-artisanale/4092,X,https://twitter.com/ruesherbrooke,?,?,?,?,?,,
LE VIGNOBLE LES VENTS D'ANGES,LES GESTIONS CHOU-BEC INC.,,"839, CHEMIN PRINCIPAL ",SAINT-JOSEPH-DU-LAC ,J0N 1M0 ,Québec,Canada,45.520551,-73.987993,15,BR094 ,,Brasseur ,0,1996,http://www.vignobleventsdange.com/,info@microbrasserieventsdange.com,450-623-4894,https://www.facebook.com/vignoblelesventsdange/?fref=ts&ref=br_tf&qsefr=1,?,https://untappd.com/w/les-vents-dange/188705,X,X,?,?,?,?,?,,
MICROBRASSERIE GOUDALE ,GESTION STURGIS INC.,,"4535, BOULEVARD DE LA GRANDE-ALLÉE ",BOISBRIAND ,J7H 1M8 ,Québec,Canada,45.612679,-73.838287,15,BR095 ,,Brasseur ,0,2005,?,?,450-419-3004,https://www.facebook.com/MicrobrasserieGoudale,http://www.ratebeer.com/brewers/microbrasserie-goudale/15692/,https://untappd.com/w/microbrasserie-goudale/47035,X,X,?,?,?,?,?,,
LOUP ROUGE MICRO BRASSEUR,9295-0807 QUÉBEC INC.,,"44, RUE DU PRINCE ",SOREL-TRACY ,J3P 4J6 ,Québec,Canada,46.045244,-73.114912,16,BR096 ,,Brasseur ,1,2007,http://microlouprouge.com/,info@microlouprouge.com,450-551-0660,https://www.facebook.com/louprougemicro,http://www.ratebeer.com/brewers/loup-rouge-micro-brasseur/9114/,https://untappd.com/louprouge,X,https://twitter.com/microlouprouge,?,?,?,?,?,,
TÊTE D'ALLUMETTE MICROBRASSERIE,8141568 CANADA INC.,,"265, ROUTE 132 OUEST ",SAINT-ANDRÉ,G0L 2H0 ,Québec,Canada,47.644675,-69.756595,1,BR097 ,,Brasseur ,1,2013,http://www.tetedallumette.com/,info@tetedallumette.com,418-493-2222,https://www.facebook.com/TetedAllumette,http://www.ratebeer.com/brewers/tete-dallumette-microbrasserie/17594/,https://untappd.com/TetedAllumette,X,X,?,?,X,X,?,,
MICROBRASSERIE SAINT-PANCRACE,MICROBRASSERIE SAINT-PANCRACE INC.,,"55, PLACE LASALLE",BAIE-COMEAU ,G4Z 1J8 ,Québec,Canada,49.216667,-68.150008,9,BR098 ,,Brasseur ,1,2013,http://www.stpancrace.com/,info@stpancrace.com,418-296-0099,https://www.facebook.com/Microbrasserie-St-Pancrace-129953120534339/,http://www.ratebeer.com/brewers/microbrasserie-st-pancrace/17608/,https://untappd.com/MicrobrasserieStPancrace,X,X,?,https://www.youtube.com/channel/UC50OtyxysEZqK5ZXJ5Y63YQ,?,?,?,,
MICROBRASSERIE LE PROSPECTEUR ,MICROBRASSERIE LE PROSPECTEUR INC.,,"585, 3E AVENUE ",VAL-D'OR ,J9P 1S6 ,Québec,Canada,48.100803,-77.782645,8,BR099 ,,Brasseur ,1,2014,www.microleprospecteur.ca,info@microleprospecteur.ca,819-874-3377,https://www.facebook.com/Microleprospecteur,http://www.ratebeer.com/brewers/microbrasserie-le-prospecteur/19742/,https://untappd.com/LeProspecteur,https://www.aumenu.info/microbrasserie-le-prospecteur/,https://twitter.com/ProspecteurVD,?,?,https://www.instagram.com/micro_le_prospecteur/,?,?,,
MICROBRASSERIE HOPERA ,9290-4895 QUÉBEC INC.,,"2377, RUE SAINT-DOMINIQUE ",JONQUIÈRE,G7X 6L4 ,Québec,Canada,48.364064,-71.284807,2,BR100 ,,Brasseur ,1,2014,http://hopera.ca/,info@hopera.ca,418-412-9900,https://www.facebook.com/hopera.ca,http://www.ratebeer.com/brewers/hopera-microbrasserie-pizzeria/19716/,https://untappd.com/w/hopera/136868,https://www.aumenu.info/hopera-microbrasserie-pizzeria/,https://twitter.com/hop_era,?,?,https://www.instagram.com/hopera_microbrasserie/,?,?,,
SIBOIRE JACQUES-CARTIER,9289-0011 QUÉBEC INC.,,"40, BOULEVARD JACQUES-CARTIER SUD ",SHERBROOKE ,J1J 2Z2 ,Québec,Canada,45.397687,-71.91881,5,BR101 ,,Brasseur ,1,2014,http://www.siboire.ca/,info@siboire.ca,819 791-8440,https://www.facebook.com/Siboire,http://www.ratebeer.com/brewers/microbrasserie-siboire/9253/,https://untappd.com/w/siboire/36800,X,https://twitter.com/LeSiboire,?,?,?,?,?,,
"LE BIEN, LE MALT ",9185-6567 QUÉBEC INC.,,"141, AVENUE BELZILE ",RIMOUSKI ,G5L 3E5 ,Québec,Canada,48.452587,-68.520244,1,BR102 ,,Brasseur ,0,2008,http://www.lebienlemalt.com/,info@lebienlemalt.com,418-723-1339,https://www.facebook.com/leBienleMalt,http://www.ratebeer.com/brewers/le-bien-le-malt/9466/,https://untappd.com/leBienleMalt,https://www.aumenu.info/brasserie-le-bien-le-malt/,https://twitter.com/leBienleMalt,?,?,?,https://www.pinterest.com/lebienlemalt/,?,,
MICROBRASSERIE LA MEMPHRÉ FABRIQUE À BIÈRE,9278-0469 QUÉBEC INC.,,"2125, RUE TANGUAY ",MAGOG ,J1X 5Y5 ,Québec,Canada,45.279899,-72.120906,5,BR103 ,,Brasseur ,0,1999,http://www.lamic.ca/,info@lamic.ca,819-843-3405,https://www.facebook.com/micromemphre/,http://www.ratebeer.com/brewers/microbrasserie-la-memphre/3872/,https://untappd.com/MicrobrasserieMemphre,https://www.aumenu.info/microbrasserie-la-memphre/,X,?,?,https://www.instagram.com/microbrasserie_memphre/,?,?,,
BRASSERIE SAINT-LUKE ,8857920 CANADA INC.,,"5420, RUE MARTINEAU ",SAINT-HYACINTHE ,J2R 1T8 ,Québec,Canada,45.627321,-72.940305,16,BR104 ,,Brasseur ,0,2000,?,?,450-253-2000,https://www.facebook.com/brasseriestluke/,http://www.ratebeer.com/brewers/brasserie-saint-luke/27852/,https://untappd.com/w/la-brasserie-saint-luke/222518,X,,?,?,?,?,?,,
MICROBRASSERIE MOULIN 7,MICROBRASSERIE MOULIN 7 INC.,,"294, BOULEVARD SAINT-LUC ",ASBESTOS ,J1T 2W1 ,Québec,Canada,45.775337,-71.937985,5,BR105 ,,Brasseur ,1,2014,http://moulin7.com/,info@moulin7.com,819-716-0686,https://www.facebook.com/microbrasseriemoulin7inc/,http://www.ratebeer.com/brewers/moulin-7-microbrasserie/20549/,https://untappd.com/w/microbrasserie-moulin-7/152734,X,https://twitter.com/micromoulin,?,https://www.youtube.com/channel/UCYoXJdUIlpLZxPC9Ocz1zKg,https://www.instagram.com/moulin7microbrasserie/,?,?,,
L'ESPRIT DE CLOCHER ,L'ESPRIT DE CLOCHER INC.,,"287, RUE DES ÉRABLES ",NEUVILLE ,G0A 2R0 ,Québec,Canada,46.713146,-71.557084,3,BR106 ,,Brasseur ,0,2015,http://www.espritdeclochers.ca/,info@espritdeclocher.ca,418-909-0675,https://www.facebook.com/espritdeclochers,http://www.ratebeer.com/brewers/microbrasserie-lesprit-de-clocher/23494/,https://untappd.com/w/l-esprit-de-clocher/206809,X,X,?,?,?,?,?,,
MICROBRASSERIE LE BARIL ROULANT,9293-0775 QUÉBEC INC.,,"1652, ROUTE 117 ",VAL-DAVID ,J0T 2N0 ,Québec,Canada,46.032581,-74.20392,15,BR107 ,,Brasseur ,0,2012,http://barilroulant.com/,info@barilroulant.com,819-320-0069,https://www.facebook.com/brasseurdu.barilroulant?fref=ts,http://www.ratebeer.com/brewers/micro-brasserie-le-baril-roulant/15519/,https://untappd.com/BarilRoulant,X,https://twitter.com/lebarilroulant,?,?,?,?,?,,
RAS L'BOCK,RAS L'BOCK INC.,,"B-4, CHEMIN DU ROY EST ",SAINT-JEAN-PORT-JOLI ,G0R 3G0 ,Québec,Canada,47.21474,-70.269026,12,BR108 ,,Brasseur ,1,2015,http://www.raslbock.com/,raslbock@hotmail.com,418-358-0886,https://www.facebook.com/raslbock,http://www.ratebeer.com/brewers/ras-lbock/23012/,https://untappd.com/RasLBock12345,https://www.aumenu.info/pub-ras-lbock/,https://twitter.com/RasLBock,Q26204792,?,https://www.instagram.com/raslbock/,?,?,,
MICROBRASSERIE LA PÉCHERESSE ,9313-4138 QUÉBEC INC.,,"355, RUE SAINT-ZÉPHIRIN ",LA TUQUE ,G9X 1X3 ,Québec,Canada,47.431096,-72.782109,4,BR109 ,,Brasseur ,0,2015,https://www.facebook.com/Microbrasserie-La-Pécheresse-Bières-Artisanales-1518064318463367/,microlapecheresse@gmail.com,514-903-5844,https://www.facebook.com/Microbrasserie-La-Pécheresse-Bières-Artisanales-1518064318463367,http://www.ratebeer.com/brewers/la-pecheresse/25857/,https://untappd.com/architects777,X,https://twitter.com/micro_la,?,?,?,?,?,,
BISHOP'S UNIVERSITY,BISHOP'S UNIVERSITY,BISHOP'S ARCHES BREWERY,"2600, RUE COLLÈGE ",SHERBROOKE ,J1M 1Z7 ,Québec,Canada,45.365616,-71.84779,5,BR110 ,,Brasseur ,0,2015,http://www.ubishops.ca/new-graduate-certificate-brewing-science/,?,819-822-9600 Ext 2369,https://www.facebook.com/Bishops-Arches-Brewery-560756627297804/timeline/,?,https://untappd.com/w/bishop-s-arches-brewery/271136,X,X,?,?,https://www.instagram.com/archesbrewery/,?,?,,
BRASSERIE AUVAL BREWING CO.,9311-6341 QUÉBEC INC.,,"397, ROUTE DES PÈRES ",PERCÉ ,G0C 3G0,Québec,Canada,48.524728,-64.212237,11,BR111 ,,Brasseur ,1,2015,http://www.auval.ca/,info@auval.ca,418-783-2452,https://www.facebook.com/auval.ca/timeline,http://www.ratebeer.com/brewers/brasserie-auval-brewing-co/24096/,https://untappd.com/BrasserieAuvalBrewingco,X,X,?,?,?,?,?,,
BRASSEURS DE L'OUTAOUAIS,BRASSEURS DE L'OUTAOUAIS INC.,,"332-3, CHEMIN INDUSTRIEL ",GATINEAU ,J8R 3N9,Québec,Canada,45.521402,-75.532113,7,BR112 ,,Brasseur ,0,2015,http://www.brasseursdeloutaouais.com/,info@brasseursdeloutaouais.com,819-661-2584,https://www.facebook.com/brasseursdeloutaouais,http://www.ratebeer.com/brewers/brasseurs-de-loutaouais/23918/,https://untappd.com/w/brasseurs-de-loutaouais/191479,X,X,?,?,https://www.flickr.com/photos/130906389@N05/,?,?,,
MICROBRASSERIE LE BOCKALE,MICROBRASSERIE LE BOCKALE INC.,,"2400, RUE CANADIEN, suite 201",DRUMMONDVILLE,J2C 7W3,Québec,Canada,45.882696,-72.543836,17,BR113,,Brasseur ,1,2015,http://www.lebockale.com/,microbrasserie@lebockale.com,819-857-4857,https://www.facebook.com/LeBockAle,http://www.ratebeer.com/brewers/microbrasserie-le-bockale/22692/,https://untappd.com/MicrobrasserieLeBockAle,https://www.aumenu.info/microbrasserie-le-bockale/,https://twitter.com/Le_bockale,?,https://www.youtube.com/channel/UCY9nsi2Vs3GYV0uqkwowgug,https://www.instagram.com/le_bockale/,?,?,,
MABRASSERIE COOP DE SOLIDARITÉ BRASSICOLE,MABRASSERIE COOP DE SOLIDARITÉ BRASSICOLE,,"2300, RUE HOLT",MONTRÉAL ,H2G 1Y4,Québec,Canada,45.549755,-73.580449,6,BR114,,Brasseur ,0,2015,http://www.mabrasserie.com/,info@mabrasserie.com,514-576-2903,https://www.facebook.com/mabrasserie,http://www.ratebeer.com/brewers/mabrasserie/25111/,https://untappd.com/MABRASSERIE,X,https://twitter.com/mabrasserie,?,?,?,?,?,,
LA CHASSE-PINTE,COOPÉRATIVE DE SOLIDARITÉ LES ATELIERS COOPÉRATIFS DU FJORD,,"220, RUE SAINT-JEAN-BAPTISTE",L'ANSE-SAINT-JEAN,G0V 1J0,Québec,Canada,48.225605,-70.22863,2,BR115,,Brasseur ,0,2015,http://www.chasse-pinte.com/,mathieu.boily@ateliersdufjord.ca,418-608-8559,https://www.facebook.com/microbrasserielachassepinte,http://www.ratebeer.com/brewers/microbrasserie-la-chasse-pinte/26482/,https://untappd.com/w/brasserie-cooperative-la-chassepinte/240191,X,X,?,?,?,?,?,,
MICROBRASSERIE LE MALTBORD,MICROBRASSERIE LE MALTBORD INC.,,"178, 1ÈRE AVENUE OUEST",SAINTE-ANNE-DES-MONTS,G4V 1C9,Québec,Canada,49.127448,-66.496354,11,BR116,,Brasseur ,1,2014,http://www.lemalbord.com,lemalbord@gmail.com,418.764.0022,https://www.facebook.com/lemalbord,http://www.ratebeer.com/brewers/le-malbord/24104/,https://untappd.com/w/microbrasserie-le-malbord/177331,https://www.aumenu.info/microbrasserie-le-malbord/,X,?,https://www.youtube.com/channel/UCAAQFkv__AAbiLhdpsji0XA,https://www.instagram.com/lemalbord/,https://fr.pinterest.com/lmalbord/,?,https://plus.google.com/u/0/109225194400702637215,
MICROBRASSERIE RIVERBEND,MICROBRASSERIE RIVERBEND INC.,,"945, AVENUE SICARD",ALMA,G8B 7R5,Québec,Canada,48.56897,-71.6508,2,BR117,,Brasseur ,1,2016,http://microriverbend.com,O.SPENARD@MICRORIVERBEND.COM,418-758-1519,https://www.facebook.com/Microbrasserie-Riverbend-1140437422657517/?ref=un_c,http://www.ratebeer.com/brewers/microbrasserie-riverbend/25351/,https://untappd.com/w/microbrasserie-riverbend/240502,X,https://twitter.com/MicroRiverbend,?,?,https://www.instagram.com/microriverbend/,?,?,,
AUBERGE SUTTON BROUËRIE,AUBERGE SUTTON BROUËRIE INC.,,"27, RUE PRINCIPALE SUD",SUTTON,J0E 2K0,Québec,Canada,45.112625,-72.617367,16,BR118,,Brasseur ,1,2015,http://www.aubergesuttonbrouerie.com/,info@aubergesuttonbrouerie.com,450-538-0005,https://www.facebook.com/aubergesuttonbrouerie,http://www.ratebeer.com/brewers/sutton-brouerie/24791/,https://untappd.com/AubergeSuttonBrouerie,X,X,?,?,https://www.instagram.com/suttonbrouerie/,?,?,,
BRASSERIE VROODEN,BRASSERIE VROODEN INC.,,"617, RUE SIMONDS SUD",GRANBY ,J2J 1C1,Québec,Canada,45.39226,-72.7576,16,BR119,,Brasseur ,1,2016,http://vrooden.wix.com/vrooden,info@vrooden.com,579-488-5580,https://www.facebook.com/MBVrooden,http://www.ratebeer.com/brewers/brasserie-vrooden/26630/,https://untappd.com/w/brasserie-vrooden-brewery/268357,X,X,?,?,?,?,?,,
MICRO-BRASSERIE LE GRIMOIRE,MICRO-BRASSERIE LE GRIMOIRE INC. ,,"1546, RUE PRINCIPALE",GRAMBY,J2J 0S6,Québec,Canada,45.42498,-72.8072,16,BR120,,Brasseur ,0,2016,http://www.brasseriegrimoire.com,pascal@brasseriegrimoire.com,450-372-7079,https://www.facebook.com/brasseriegrimoire/,http://www.ratebeer.com/brewers/le-grimoire-microbrasserie/5450/,https://untappd.com/w/microbrasserie-le-grimoire/14185,X,X,?,?,?,?,?,,
BRASSERIE ET DISTILLERIE OSHLAG,9321-8477 QUÉBEC INC.,,"2350, RUE DICKSON, LOCAL 1400",MONTRÉAL,H1N 3T1 ,Québec,Canada,45.56727,-73.5374,6,BR121,,Brasseur ,0,2016,http://oshlag.com,info@oshlag.com,514-933-2333,https://www.facebook.com/Oshlag/,http://www.ratebeer.com/brewers/oshlag-brasserie-distillerie/23374/,https://untappd.com/w/oshlag-brasserie-distillerie/68489,X,https://twitter.com/OshlagBrassDist,?,?,https://www.instagram.com/oshlag/,?,?,,
LE SECRET DES DIEUX,LE SECRET DES DIEUX INC.,,"1252, CHEMIN GUÉRETTE",PEHENEGAMOOK,G0L 1J0,Québec,Canada,47.46119,-69.2245,1,BR122,,Brasseur ,1,2016,?,info@lesecretdesdieux.com,418-859-3438,https://www.facebook.com/SecretdesDieux/,http://www.ratebeer.com/brewers/le-secret-des-dieux/27365/,https://untappd.com/w/le-secret-des-dieux/273741,X,X,?,?,?,?,?,,
LES BRASSEURS DE MONTEBELLO,LES BRASSEURS DE MONTEBELLO INC.,,237-A RUE SAINT-CHARLES,MONTEBELLO,J0V 1L0,Québec,Canada,45.652137,-74.945665,7,BR123,,Brasseur ,0,2014,http://www.brasseursdemontebello.com/,info@brasseursdemontebello.com,819-309-0807,https://www.facebook.com/BrasseursMontebello,http://www.ratebeer.com/brewers/brasseurs-de-montebello/19877/,https://untappd.com/w/les-brasseurs-de-montebello/133837,X,X,?,?,?,?,?,,Possède un pub à une adresse différente
MICROBRASSERIE LE LION BLEU,9311-8818 QUÉBEC INC.,,"45, SAINT-JOSEPH",ALMA,G8B 6V4,Québec,Canada,48.55003,-71.651989,2,BR124,,Brasseur ,0,2015,http://microlionbleu.com/,contact@microlionbleu.com,418-769-0795,https://www.facebook.com/microlionbleu/,http://www.ratebeer.com/brewers/microbrasserie-lion-bleu/23898/,https://untappd.com/MicroLionBleu,X,X,?,?,?,?,?,,
MICROBRASSERIE SAINT-ARNOULD,MICROBRASSERIE SAINT-ARNOULD INC.,,"1039, RUE SAINT-ROCK",MONT-TREMBLANT,J8E 2Y9,Québec,Canada,46.12929,-74.5943,15,BR125,,Brasseur ,0,2016,http://www.saintarnould.com,info@saintarnould.com,819-425-1262,https://www.facebook.com/saintarnould/?ref=ts&fref=ts,http://www.ratebeer.com/brewers/saint-arnould/916/,https://untappd.com/w/microbrasserie-saintarnould/3578,X,https://twitter.com/StArnould,?,?,?,?,?,,
